Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level,Address,Tenure Lease Period,Tenure From,Tenure Due,Tenure Remaining,Latitude,Longitude,Planning Area,Region
VISION EXCHANGE,VENTURE DRIVE,Office,893000,516.67,"1,728",Feb-21,Strata,48,"18,604",99 yrs lease commencing from 2013,22, Jurong,11 to 15,"VISION EXCHANGE, VENTURE DRIVE",99,2013,2112,88,1.33015172071471,103.744574631833,Jurong East,West
TANGLIN SHOPPING CENTRE,TANGLIN ROAD,Office,2300000,818.06,"2,812",Feb-21,Strata,76,"30,263",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",01 to 05,"TANGLIN SHOPPING CENTRE, TANGLIN ROAD",Freehold,Freehold,Freehold,Freehold,1.30640254147338,103.827050620793,Orchard,Central
ORCHARD TOWERS,ORCHARD ROAD,Office,800000,441.32,"1,813",Feb-21,Strata,41,"19,512",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"ORCHARD TOWERS, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30698264136605,103.829330794895,Orchard,Central
GOLDEN MILE COMPLEX,BEACH ROAD,Office,255000,204.52,"1,247",Feb-21,Strata,19,"13,421",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",06 to 10,"GOLDEN MILE COMPLEX, BEACH ROAD",99,1969,2068,44,1.3027712050447,103.865172134495,Downtown Core,Central
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,3030000,"1,550.02","1,955",Feb-21,Strata,144,"21,042",99 yrs lease commencing from 2011,14," Geylang, Eunos",06 to 10,"PAYA LEBAR SQUARE, PAYA LEBAR ROAD",99,2011,2110,86,1.31881486980278,103.892580778242,Geylang,East
SHENTON HOUSE,SHENTON WAY,Office,2550000,"1,356.26","1,880",Feb-21,Strata,126,"20,238",99 yrs lease commencing from 1969,1," Raffles Place, Cecil, Marina, People's Park",21 to 25,"SHENTON HOUSE, SHENTON WAY",99,1969,2068,44,1.27601990655194,103.848835345266,Downtown Core,Central
HAVELOCK2,HAVELOCK ROAD,Office,988200,635.08,"1,556",Feb-21,Strata,59,"16,749",99 yrs lease commencing from 1983,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"HAVELOCK2, HAVELOCK ROAD",99,1983,2082,58,1.28715061616661,103.845153736863,Singapore River,Central
WOODS SQUARE,WOODLANDS SQUARE,Office,1739088,936.47,"1,857",Feb-21,Strata,87,"19,990",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10,"WOODS SQUARE, WOODLANDS SQUARE",99,2014,2113,89,1.43475811538242,103.785365472646,Woodlands,North
EMERALD GARDEN,CLUB STREET,Office,2550000,839.59,"3,037",Feb-21,Strata,78,"32,692",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"EMERALD GARDEN, CLUB STREET",999,1827,2826,802,1.28154862924483,103.846472570061,Outram,Central
ORCHARD TOWERS,ORCHARD ROAD,Office,718000,398.27,"1,803",Feb-21,Strata,37,"19,405",Freehold,9," Orchard, Cairnhill, River Valley",11 to 15,"ORCHARD TOWERS, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30698264136605,103.829330794895,Orchard,Central
ONZE @ TANJONG PAGAR,KEE SENG STREET,Office,868000,247.57,"3,506",Feb-21,Strata,23,"37,739",Freehold,2," Anson, Tanjong Pagar",01 to 05,"ONZE @ TANJONG PAGAR, KEE SENG STREET",Freehold,Freehold,Freehold,Freehold,1.27484974836861,103.842184815618,Outram,Central
GOLDEN MILE COMPLEX,BEACH ROAD,Office,270000,226.04,"1,194",Jan-21,Strata,21,"12,857",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",06 to 10,"GOLDEN MILE COMPLEX, BEACH ROAD",99,1969,2068,44,1.3027712050447,103.865172134495,Downtown Core,Central
THE CENTRAL,EU TONG SEN STREET,Office,7275000,"2,647.94","2,747",Jan-21,Strata,246,"29,573",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",11 to 15,"THE CENTRAL, EU TONG SEN STREET",99,2001,2100,76,1.28883856193458,103.846558025016,Singapore River,Central
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,4226880,"1,776.06","2,380",Jan-21,Strata,165,"25,617",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",16 to 20,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
INTERNATIONAL PLAZA,ANSON ROAD,Office,1780000,936.47,"1,901",Jan-21,Strata,87,"20,460",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",16 to 20,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
THE PLAZA,BEACH ROAD,Office,1692600,"1,302.44","1,300",Jan-21,Strata,121,"13,988",99 yrs lease commencing from 1968,7," Middle Road, Golden Mile",06 to 10,"THE PLAZA, BEACH ROAD",99,1968,2067,43,1.29962022781589,103.860647265508,Downtown Core,Central
WOODS SQUARE,WOODLANDS SQUARE,Office,1128468,559.73,"2,016",Jan-21,Strata,52,"21,701",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10,"WOODS SQUARE, WOODLANDS SQUARE",99,2014,2113,89,1.43475811538242,103.785365472646,Woodlands,North
SBF CENTER,ROBINSON ROAD,Office,1930000,667.37,"2,892",Jan-21,Strata,62,"31,129",99 yrs lease commencing from 2011,1," Raffles Place, Cecil, Marina, People's Park",11 to 15,"SBF CENTER, ROBINSON ROAD",99,2011,2110,86,1.27812790985944,103.847854628243,Downtown Core,Central
THE PROMENADE@PELIKAT,JALAN PELIKAT,Office,375000,258.34,"1,452",Jan-21,Strata,24,"15,625",Freehold,19," Serangoon Garden, Hougang, Punggol",01 to 05,"THE PROMENADE@PELIKAT, JALAN PELIKAT",Freehold,Freehold,Freehold,Freehold,1.35530904178242,103.887857183262,Hougang,North
THE MEZZO,BALESTIER ROAD,Office,1320000,785.77,"1,680",Jan-21,Strata,73,"18,082",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,"THE MEZZO, BALESTIER ROAD",Freehold,Freehold,Freehold,Freehold,1.32052452699851,103.852447326986,Novena,Central
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,8680000,"2,927.81","2,965",Jan-21,Strata,272,"31,912",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",36 to 40,"SUNTEC TOWER THREE, TEMASEK BOULEVARD",99,1989,2088,64,1.29524342627534,103.859568074944,Downtown Core,Central
THE CENTRAL,EU TONG SEN STREET,Office,1500000,613.55,"2,445",Jan-21,Strata,57,"26,316",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"THE CENTRAL, EU TONG SEN STREET",99,2001,2100,76,1.28883856193458,103.846558025016,Singapore River,Central
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,700000,484.38,"1,445",Jan-21,Strata,45,"15,556",99 yrs lease commencing from 1969,6," High Street, Beach Road (part)",01 to 05,"HIGH STREET CENTRE, NORTH BRIDGE ROAD",99,1969,2068,44,1.28998869553165,103.84921712944,Downtown Core,Central
ORCHARD TOWERS,ORCHARD ROAD,Office,1950000,"1,033.34","1,887",Jan-21,Strata,96,"20,313",Freehold,9," Orchard, Cairnhill, River Valley",01 to 05,"ORCHARD TOWERS, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30698264136605,103.829330794895,Orchard,Central
THE CENTRAL,EU TONG SEN STREET,Office,41744810,"13,336.60","3,130",Jan-21,Strata,"1,239","33,692",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",21 to 25,"THE CENTRAL, EU TONG SEN STREET",99,2001,2100,76,1.28883856193458,103.846558025016,Singapore River,Central
OUE BAYFRONT/OUE TOWER/OUE LINK,COLLYER QUAY,Office,1267511820,"76,401.80","16,590",Jan-21,Land,"7,097.90","178,576",99 yrs lease commencing from 2007,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"OUE BAYFRONT/OUE TOWER/OUE LINK, COLLYER QUAY",99,2007,2106,82,1.28468928277083,103.852692297865,Downtown Core,Central
CENTRIUM SQUARE,SERANGOON ROAD,Office,2475000,990.29,"2,499",Jan-21,Strata,92,"26,902",Freehold,8, Little India,06 to 10,"CENTRIUM SQUARE, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.31089355522204,103.855128248182,Kallang,Central
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,620000,516.67,"1,200",Jan-21,Strata,48,"12,917",99 yrs lease commencing from 1969,3," Queenstown, Tiong Bahru",06 to 10,"MANHATTAN HOUSE, CHIN SWEE ROAD",99,1969,2068,44,1.28703443823013,103.840813247609,Outram,Central
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,5608580,"2,906.28","1,930",Jan-21,Strata,270,"20,773",99 yrs lease commencing from 2011,14," Geylang, Eunos",06 to 10,"PAYA LEBAR SQUARE, PAYA LEBAR ROAD",99,2011,2110,86,1.31881486980278,103.892580778242,Geylang,East
GOLDEN MILE COMPLEX,BEACH ROAD,Office,250000,226.04,"1,106",Jan-21,Strata,21,"11,905",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",06 to 10,"GOLDEN MILE COMPLEX, BEACH ROAD",99,1969,2068,44,1.3027712050447,103.865172134495,Downtown Core,Central
ICON@CHANGI,CHANGI ROAD,Office,640000,430.56,"1,486",Jan-21,Strata,40,"16,000",Freehold,14," Geylang, Eunos",01 to 05,"ICON@CHANGI, CHANGI ROAD",Freehold,Freehold,Freehold,Freehold,1.31724236939499,103.904690327616,Geylang,East
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,920000,484.38,"1,899",Jan-21,Strata,45,"20,444",99 yrs lease commencing from 2011,14," Geylang, Eunos",01 to 05,"PAYA LEBAR SQUARE, PAYA LEBAR ROAD",99,2011,2110,86,1.31881486980278,103.892580778242,Geylang,East
EASTGATE,EAST COAST ROAD,Office,1420000,839.59,"1,691",Jan-21,Strata,78,"18,205",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,"EASTGATE, EAST COAST ROAD",Freehold,Freehold,Freehold,Freehold,1.30438467017372,103.903338648502,Marine Parade,Central
SIM LIM TOWER,JALAN BESAR,Office,1087900,505.91,"2,150",Jan-21,Strata,47,"23,147",Freehold,8, Little India,06 to 10,"SIM LIM TOWER, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30381132990834,103.854639960657,Rochor,Central
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,2120000,"1,087.16","1,950",Jan-21,Strata,101,"20,990",99 yrs lease commencing from 2011,14," Geylang, Eunos",06 to 10,"PAYA LEBAR SQUARE, PAYA LEBAR ROAD",99,2011,2110,86,1.31881486980278,103.892580778242,Geylang,East
THE CENTRAL,EU TONG SEN STREET,Office,2360000,"1,270.15","1,858",Jan-21,Strata,118,"20,000",99 yrs lease commencing from 2001,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"THE CENTRAL, EU TONG SEN STREET",99,2001,2100,76,1.28883856193458,103.846558025016,Singapore River,Central
ROBINSON SQUARE,ROBINSON ROAD,Office,2680000,"1,184.04","2,263",Jan-21,Strata,110,"24,364",Freehold,1," Raffles Place, Cecil, Marina, People's Park",16 to 20,"ROBINSON SQUARE, ROBINSON ROAD",Freehold,Freehold,Freehold,Freehold,1.27826614361665,103.848149742737,Downtown Core,Central
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,8500000,"3,498.30","2,430",Jan-21,Strata,325,"26,154",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",21 to 25,"SUNTEC TOWER THREE, TEMASEK BOULEVARD",99,1989,2088,64,1.29524342627534,103.859568074944,Downtown Core,Central
CHINATOWN POINT,NEW BRIDGE ROAD,Office,1780000,"1,054.87","1,687",Jan-21,Strata,98,"18,163",99 yrs lease commencing from 1980,1," Raffles Place, Cecil, Marina, People's Park",11 to 15,"CHINATOWN POINT, NEW BRIDGE ROAD",99,1980,2079,55,1.28499882847401,103.844697081142,Outram,Central
PS100,PECK SEAH STREET,Office,1168000,473.62,"2,466",Jan-21,Strata,44,"26,545",99 yrs lease commencing from 2011,2," Anson, Tanjong Pagar",06 to 10,"PS100, PECK SEAH STREET",99,2011,2110,86,1.27588132600635,103.844264781517,Outram,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,730000,667.37,"1,094",Jan-21,Strata,62,"11,774",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",06 to 10,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
GOLDHILL PLAZA,GOLDHILL PLAZA,Office,3100000,"1,776.06","1,745",Dec-20,Strata,165,"18,788",999 yrs lease commencing from 1980,11," Watten Estate, Novena, Thomson",01 to 05,"GOLDHILL PLAZA, GOLDHILL PLAZA",999,1980,2979,955,1.31819886451617,103.84293598078,Novena,Central
THE MEZZO,BALESTIER ROAD,Office,1100000,678.13,"1,622",Dec-20,Strata,63,"17,460",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,"THE MEZZO, BALESTIER ROAD",Freehold,Freehold,Freehold,Freehold,1.32052452699851,103.852447326986,Novena,Central
PENINSULA PLAZA,NORTH BRIDGE ROAD,Office,1022000,527.44,"1,938",Dec-20,Strata,49,"20,857",999 yrs lease commencing from 1829,6," High Street, Beach Road (part)",01 to 05,"PENINSULA PLAZA, NORTH BRIDGE ROAD",999,1829,2828,804,1.29231742228801,103.850803179769,Downtown Core,Central
OXLEY TOWER,ROBINSON ROAD,Office,2800000,"1,205.57","2,323",Dec-20,Strata,112,"25,000",Freehold,1," Raffles Place, Cecil, Marina, People's Park",21 to 25,"OXLEY TOWER, ROBINSON ROAD",Freehold,Freehold,Freehold,Freehold,1.27870608494088,103.848418970551,Downtown Core,Central
PAYA LEBAR SQUARE,PAYA LEBAR ROAD,Office,1670000,958,"1,743",Dec-20,Strata,89,"18,764",99 yrs lease commencing from 2011,14," Geylang, Eunos",11 to 15,"PAYA LEBAR SQUARE, PAYA LEBAR ROAD",99,2011,2110,86,1.31881486980278,103.892580778242,Geylang,East
PLUS,CECIL STREET,Office,3904367,"1,270.15","3,074",Dec-20,Strata,118,"33,088",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
INTERNATIONAL PLAZA,ANSON ROAD,Office,2906000,"1,453.14","2,000",Dec-20,Strata,135,"21,526",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",11 to 15,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
INTERNATIONAL PLAZA,ANSON ROAD,Office,1800000,936.47,"1,922",Dec-20,Strata,87,"20,690",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",21 to 25,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
PARKLANE SHOPPING MALL,SELEGIE ROAD,Office,660000,441.32,"1,495",Dec-20,Strata,41,"16,098",99 yrs lease commencing from 1974,7," Middle Road, Golden Mile",01 to 05,"PARKLANE SHOPPING MALL, SELEGIE ROAD",99,1974,2073,49,1.30065102658844,103.84944198056,Rochor,Central
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Office,2200000,"1,001.05","2,198",Dec-20,Strata,93,"23,656",99 yrs lease commencing from 1969,6," High Street, Beach Road (part)",21 to 25,"HIGH STREET CENTRE, NORTH BRIDGE ROAD",99,1969,2068,44,1.28998869553165,103.84921712944,Downtown Core,Central
GOLDEN MILE COMPLEX,BEACH ROAD,Office,588888,441.32,"1,334",Dec-20,Strata,41,"14,363",99 yrs lease commencing from 1969,7," Middle Road, Golden Mile",06 to 10,"GOLDEN MILE COMPLEX, BEACH ROAD",99,1969,2068,44,1.3027712050447,103.865172134495,Downtown Core,Central
INTERNATIONAL PLAZA,ANSON ROAD,Office,1600000,936.47,"1,709",Dec-20,Strata,87,"18,391",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",26 to 30,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
WOODS SQUARE,WOODLANDS SQUARE,Office,1045352,559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10,"WOODS SQUARE, WOODLANDS SQUARE",99,2014,2113,89,1.43475811538242,103.785365472646,Woodlands,North
WOODS SQUARE,WOODLANDS SQUARE,Office,1045352,559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10,"WOODS SQUARE, WOODLANDS SQUARE",99,2014,2113,89,1.43475811538242,103.785365472646,Woodlands,North
WOODS SQUARE,WOODLANDS SQUARE,Office,1045352,559.73,"1,868",Dec-20,Strata,52,"20,103",99 yrs lease commencing from 2014,25," Kranji, Woodgrove",06 to 10,"WOODS SQUARE, WOODLANDS SQUARE",99,2014,2113,89,1.43475811538242,103.785365472646,Woodlands,North
INTERNATIONAL PLAZA,ANSON ROAD,Office,2833350,"1,453.14","1,950",Dec-20,Strata,135,"20,988",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",11 to 15,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
SOHO LIFE,JOO CHIAT ROAD,Office,558000,409.03,"1,364",Dec-20,Strata,38,"14,684",Freehold,15," Katong, Joo Chiat, Amber Road",01 to 05,"SOHO LIFE, JOO CHIAT ROAD",Freehold,Freehold,Freehold,Freehold,1.311960653325,103.900424708242,Geylang,East
SIM LIM TOWER,JALAN BESAR,Office,750000,398.27,"1,883",Dec-20,Strata,37,"20,270",Freehold,8, Little India,06 to 10,"SIM LIM TOWER, JALAN BESAR",Freehold,Freehold,Freehold,Freehold,1.30381132990834,103.854639960657,Rochor,Central
PLUS,CECIL STREET,Office,11531441,"3,573.65","3,227",Dec-20,Strata,332,"34,733",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",16 to 20,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
BYLANDS BUILDING,MIDDLE ROAD,Office,600000,387.5,"1,548",Dec-20,Strata,36,"16,667",99 yrs lease commencing from 1978,7," Middle Road, Golden Mile",01 to 05,"BYLANDS BUILDING, MIDDLE ROAD",99,1978,2077,53,1.2992611756542,103.852615359763,Rochor,Central
PLUS,CECIL STREET,Office,4168730,"1,356.26","3,074",Dec-20,Strata,126,"33,085",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
ORCHARD TOWERS,ORCHARD ROAD,Office,4500000,"2,432.66","1,850",Dec-20,Strata,226,"19,912",Freehold,9," Orchard, Cairnhill, River Valley",21 to 25,"ORCHARD TOWERS, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30698264136605,103.829330794895,Orchard,Central
TELOK BLANGAH HOUSE,TELOK BLANGAH ROAD,Office,520000,236.81,"2,196",Dec-20,Strata,22,"23,636",Freehold,4," Telok Blangah, Harbourfront",01 to 05,"TELOK BLANGAH HOUSE, TELOK BLANGAH ROAD",Freehold,Freehold,Freehold,Freehold,1.26617727280392,103.823388742056,Bukit Merah,Central
INTERNATIONAL PLAZA,ANSON ROAD,Office,2460600,"1,367.03","1,800",Dec-20,Strata,127,"19,375",99 yrs lease commencing from 1970,2," Anson, Tanjong Pagar",16 to 20,"INTERNATIONAL PLAZA, ANSON ROAD",99,1970,2069,45,1.27588674266836,103.845923793168,Downtown Core,Central
ORCHARD TOWERS,ORCHARD ROAD,Office,780000,398.27,"1,958",Dec-20,Strata,37,"21,081",Freehold,9," Orchard, Cairnhill, River Valley",06 to 10,"ORCHARD TOWERS, ORCHARD ROAD",Freehold,Freehold,Freehold,Freehold,1.30698264136605,103.829330794895,Orchard,Central
ONZE @ TANJONG PAGAR,KEE SENG STREET,Office,775000,226.04,"3,429",Dec-20,Strata,21,"36,905",Freehold,2," Anson, Tanjong Pagar",01 to 05,"ONZE @ TANJONG PAGAR, KEE SENG STREET",Freehold,Freehold,Freehold,Freehold,1.27484974836861,103.842184815618,Outram,Central
MANHATTAN HOUSE,CHIN SWEE ROAD,Office,1100000,914.94,"1,202",Nov-20,Strata,85,"12,941",99 yrs lease commencing from 1969,3," Queenstown, Tiong Bahru",06 to 10,"MANHATTAN HOUSE, CHIN SWEE ROAD",99,1969,2068,44,1.28703443823013,103.840813247609,Outram,Central
URBAN HERITAGE,BALESTIER ROAD,Office,998000,645.84,"1,545",Nov-20,Strata,60,"16,633",Freehold,12," Balestier, Toa Payoh, Serangoon",01 to 05,"URBAN HERITAGE, BALESTIER ROAD",Freehold,Freehold,Freehold,Freehold,1.32184413934142,103.853334117435,Novena,Central
CENTRIUM SQUARE,SERANGOON ROAD,Office,1567800,570.49,"2,748",Nov-20,Strata,53,"29,581",Freehold,8, Little India,16 to 20,"CENTRIUM SQUARE, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.31089355522204,103.855128248182,Kallang,Central
SPRINGLEAF TOWER,ANSON ROAD,Office,23500000,"10,742.47","2,188",Nov-20,Strata,998,"23,547",99 yrs lease commencing from 1996,2," Anson, Tanjong Pagar",21 to 25,"SPRINGLEAF TOWER, ANSON ROAD",99,1996,2095,71,1.27508475472297,103.84624628336,Downtown Core,Central
PARKWAY PARADE,MARINE PARADE ROAD,Office,2580000,"1,593.07","1,620",Nov-20,Strata,148,"17,432",99 yrs lease commencing from 1979,15," Katong, Joo Chiat, Amber Road",16 to 20,"PARKWAY PARADE, MARINE PARADE ROAD",99,1979,2078,54,1.30091736056425,103.90533928065,Marine Parade,Central
SBF CENTER,ROBINSON ROAD,Office,11485188,"5,220.54","2,200",Nov-20,Strata,485,"23,681",99 yrs lease commencing from 2011,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"SBF CENTER, ROBINSON ROAD",99,2011,2110,86,1.27812790985944,103.847854628243,Downtown Core,Central
PLUS,CECIL STREET,Office,3520474,"1,237.86","2,844",Nov-20,Strata,115,"30,613",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
PLUS,CECIL STREET,Office,3930000,"1,270.15","3,094",Nov-20,Strata,118,"33,305",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",06 to 10,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
PLUS,CECIL STREET,Office,7410320,"2,626.42","2,821",Nov-20,Strata,244,"30,370",99 yrs lease commencing from 1989,1," Raffles Place, Cecil, Marina, People's Park",01 to 05,"PLUS, CECIL STREET",99,1989,2088,64,1.28305868511019,103.85047428531,Downtown Core,Central
CENTRIUM SQUARE,SERANGOON ROAD,Office,2298009,861.12,"2,669",Nov-20,Strata,80,"28,725",Freehold,8, Little India,16 to 20,"CENTRIUM SQUARE, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.31089355522204,103.855128248182,Kallang,Central
ORCHID HOTEL,TRAS LINK,Office,2720000,355.21,"7,657",Nov-20,Strata,33,"82,424",99 yrs lease commencing from 2007,2," Anson, Tanjong Pagar",01 to 05,"ORCHID HOTEL, TRAS LINK",99,2007,2106,82,1.27693674900724,103.843847224885,Outram,Central
SPRINGLEAF TOWER,ANSON ROAD,Office,26000000,"10,742.47","2,420",Nov-20,Strata,998,"26,052",99 yrs lease commencing from 1996,2," Anson, Tanjong Pagar",26 to 30,"SPRINGLEAF TOWER, ANSON ROAD",99,1996,2095,71,1.27508475472297,103.84624628336,Downtown Core,Central
CENTRIUM SQUARE,SERANGOON ROAD,Office,2616500,990.29,"2,642",Nov-20,Strata,92,"28,440",Freehold,8, Little India,16 to 20,"CENTRIUM SQUARE, SERANGOON ROAD",Freehold,Freehold,Freehold,Freehold,1.31089355522204,103.855128248182,Kallang,Central
